component_family,category,date,month,year,quarter,demand_units,avg_unit_price,avg_lead_time_weeks,num_orders,market_index
COMP-018,ICs,2022-12-01,12,2022,4,711,1.18,3.3,9,105.2
COMP-018,ICs,2023-01-01,1,2023,1,914,1.55,3.5,6,95.4
COMP-018,ICs,2023-02-01,2,2023,1,972,0.91,5.1,5,95.0
COMP-018,ICs,2023-03-01,3,2023,1,943,0.79,5.7,6,94.7
COMP-018,ICs,2023-04-01,4,2023,2,684,1.48,5.7,4,89.9
COMP-018,ICs,2023-05-01,5,2023,2,889,1.4,3.8,12,91.7
COMP-018,ICs,2023-06-01,6,2023,2,1041,0.82,6.2,6,89.0
COMP-018,ICs,2023-07-01,7,2023,3,678,0.67,3.8,11,89.7
COMP-018,ICs,2023-08-01,8,2023,3,914,0.86,1.0,9,93.8
COMP-018,ICs,2023-09-01,9,2023,3,786,2.19,3.1,7,93.9
COMP-018,ICs,2023-10-01,10,2023,4,1001,1.04,1.0,11,92.0
COMP-018,ICs,2023-11-01,11,2023,4,1043,1.34,3.4,6,94.8
COMP-018,ICs,2023-12-01,12,2023,4,793,0.71,3.7,9,101.1
COMP-018,ICs,2024-01-01,1,2024,1,1184,0.61,2.9,12,102.0
COMP-018,ICs,2024-02-01,2,2024,1,1132,0.7,5.0,19,103.7
COMP-018,ICs,2024-03-01,3,2024,1,1050,0.43,5.9,9,110.1
COMP-018,ICs,2024-04-01,4,2024,2,1215,0.6,6.1,6,105.0
COMP-018,ICs,2024-05-01,5,2024,2,1210,1.07,6.4,7,107.1
COMP-018,ICs,2024-06-01,6,2024,2,1129,1.08,5.3,5,106.1
COMP-018,ICs,2024-07-01,7,2024,3,1079,1.51,1.9,6,112.3
COMP-018,ICs,2024-08-01,8,2024,3,747,1.66,2.5,6,109.7
COMP-018,ICs,2024-09-01,9,2024,3,796,1.12,2.2,15,113.2
COMP-018,ICs,2024-10-01,10,2024,4,1115,0.31,1.1,9,111.8
COMP-018,ICs,2024-11-01,11,2024,4,942,0.82,1.9,12,105.5
COMP-018,ICs,2024-12-01,12,2024,4,887,0.64,2.5,5,102.9
COMP-019,Capacitors,2022-01-01,1,2022,1,2158,1.67,5.1,16,98.3
COMP-019,Capacitors,2022-02-01,2,2022,1,2261,0.69,4.8,23,105.0
COMP-019,Capacitors,2022-03-01,3,2022,1,1628,1.0,7.7,26,100.8
COMP-019,Capacitors,2022-04-01,4,2022,2,1778,1.23,6.0,12,104.6
COMP-019,Capacitors,2022-05-01,5,2022,2,1714,1.39,5.9,24,108.4
COMP-019,Capacitors,2022-06-01,6,2022,2,2414,0.68,4.9,18,108.2
COMP-019,Capacitors,2022-07-01,7,2022,3,2593,1.07,3.8,15,116.1
COMP-019,Capacitors,2022-08-01,8,2022,3,2345,1.49,2.8,16,106.4
COMP-019,Capacitors,2022-09-01,9,2022,3,2300,0.89,3.1,21,109.3
COMP-019,Capacitors,2022-10-01,10,2022,4,2434,0.46,2.3,23,110.7
COMP-019,Capacitors,2022-11-01,11,2022,4,2563,1.91,2.7,15,108.3
COMP-019,Capacitors,2022-12-01,12,2022,4,2419,2.34,3.1,17,104.3
COMP-019,Capacitors,2023-01-01,1,2023,1,2489,0.53,2.7,42,100.9
COMP-019,Capacitors,2023-02-01,2,2023,1,2730,1.35,3.5,18,97.8
COMP-019,Capacitors,2023-03-01,3,2023,1,2620,0.7,5.3,32,93.8
COMP-019,Capacitors,2023-04-01,4,2023,2,2610,0.98,6.3,21,85.4
COMP-019,Capacitors,2023-05-01,5,2023,2,2844,0.86,5.8,47,87.8
COMP-019,Capacitors,2023-06-01,6,2023,2,2653,0.71,6.0,19,90.9
COMP-019,Capacitors,2023-07-01,7,2023,3,2578,0.51,3.6,13,90.4
COMP-019,Capacitors,2023-08-01,8,2023,3,2406,1.47,1.4,23,90.7
COMP-019,Capacitors,2023-09-01,9,2023,3,2543,0.33,3.4,22,95.5
COMP-019,Capacitors,2023-10-01,10,2023,4,2373,0.81,2.1,14,94.5
COMP-019,Capacitors,2023-11-01,11,2023,4,2686,0.43,1.9,34,94.4
COMP-019,Capacitors,2023-12-01,12,2023,4,3044,1.64,1.6,16,105.3
COMP-019,Capacitors,2024-01-01,1,2024,1,2667,0.84,5.2,13,98.1
COMP-019,Capacitors,2024-02-01,2,2024,1,2906,0.86,4.5,26,104.4
COMP-019,Capacitors,2024-03-01,3,2024,1,2987,1.01,6.2,29,103.4
COMP-019,Capacitors,2024-04-01,4,2024,2,2902,2.34,7.2,17,107.9
COMP-019,Capacitors,2024-05-01,5,2024,2,2857,1.29,7.0,25,102.0
COMP-019,Capacitors,2024-06-01,6,2024,2,2951,1.03,5.4,26,107.2
COMP-019,Capacitors,2024-07-01,7,2024,3,2745,0.56,3.8,24,116.2
COMP-019,Capacitors,2024-08-01,8,2024,3,2910,0.41,1.8,24,110.4
COMP-019,Capacitors,2024-09-01,9,2024,3,2980,2.12,2.9,55,106.2
COMP-019,Capacitors,2024-10-01,10,2024,4,3265,0.7,1.0,21,108.4
COMP-019,Capacitors,2024-11-01,11,2024,4,3360,1.12,3.0,27,109.4
COMP-019,Capacitors,2024-12-01,12,2024,4,3184,0.72,4.8,25,98.2
COMP-020,Resistors,2022-01-01,1,2022,1,681,0.95,2.7,10,102.6
COMP-020,Resistors,2022-02-01,2,2022,1,874,1.37,2.5,4,103.3
COMP-020,Resistors,2022-03-01,3,2022,1,572,1.17,6.6,3,109.7
COMP-020,Resistors,2022-04-01,4,2022,2,497,1.13,6.8,6,104.6
COMP-020,Resistors,2022-05-01,5,2022,2,488,0.69,4.7,3,104.0
COMP-020,Resistors,2022-06-01,6,2022,2,895,0.71,5.2,14,109.9
COMP-020,Resistors,2022-07-01,7,2022,3,693,0.71,3.1,6,114.0
COMP-020,Resistors,2022-08-01,8,2022,3,895,0.92,4.0,6,113.4
COMP-020,Resistors,2022-09-01,9,2022,3,884,0.59,3.3,4,107.8
COMP-020,Resistors,2022-10-01,10,2022,4,865,0.75,1.6,4,113.2
COMP-020,Resistors,2022-11-01,11,2022,4,840,1.41,1.5,5,102.6
COMP-020,Resistors,2022-12-01,12,2022,4,707,1.29,3.2,7,104.7
COMP-020,Resistors,2023-01-01,1,2023,1,845,0.61,3.7,5,101.6
COMP-020,Resistors,2023-02-01,2,2023,1,955,1.04,3.5,9,103.1
COMP-020,Resistors,2023-03-01,3,2023,1,750,0.69,6.5,6,92.5
COMP-020,Resistors,2023-04-01,4,2023,2,791,1.11,6.1,7,94.2
COMP-020,Resistors,2023-05-01,5,2023,2,878,0.88,6.1,4,86.8
COMP-020,Resistors,2023-06-01,6,2023,2,739,1.01,4.3,11,87.9
COMP-020,Resistors,2023-07-01,7,2023,3,731,1.14,4.2,7,88.3
COMP-020,Resistors,2023-08-01,8,2023,3,855,1.15,3.1,5,90.4
COMP-020,Resistors,2023-09-01,9,2023,3,626,1.04,4.5,9,94.3
COMP-020,Resistors,2023-10-01,10,2023,4,870,0.89,2.3,5,95.1
COMP-020,Resistors,2023-11-01,11,2023,4,1009,0.89,2.6,5,96.2
COMP-020,Resistors,2023-12-01,12,2023,4,900,1.49,4.2,10,97.2
COMP-020,Resistors,2024-01-01,1,2024,1,888,1.04,3.8,7,98.9
COMP-020,Resistors,2024-02-01,2,2024,1,1017,1.21,4.7,7,104.4
COMP-020,Resistors,2024-03-01,3,2024,1,853,3.61,6.0,7,106.1
COMP-020,Resistors,2024-04-01,4,2024,2,994,0.78,6.3,5,110.7
COMP-020,Resistors,2024-05-01,5,2024,2,1066,1.61,5.4,6,108.0
COMP-020,Resistors,2024-06-01,6,2024,2,852,1.06,5.2,5,106.9
COMP-020,Resistors,2024-07-01,7,2024,3,846,0.93,4.3,5,106.9
COMP-020,Resistors,2024-08-01,8,2024,3,884,0.99,2.7,4,105.4
COMP-020,Resistors,2024-09-01,9,2024,3,774,1.1,1.0,6,108.7
COMP-020,Resistors,2024-10-01,10,2024,4,1158,0.54,2.0,5,106.5
COMP-020,Resistors,2024-11-01,11,2024,4,1044,1.57,4.0,9,109.2
COMP-020,Resistors,2024-12-01,12,2024,4,1042,1.26,2.5,7,99.0
COMP-021,Capacitors,2022-01-01,1,2022,1,427,1.73,3.5,8,102.0
COMP-021,Capacitors,2022-02-01,2,2022,1,561,0.39,6.1,8,102.4
COMP-021,Capacitors,2022-03-01,3,2022,1,397,4.41,6.6,2,103.3
COMP-021,Capacitors,2022-04-01,4,2022,2,400,1.26,5.1,2,109.4
COMP-021,Capacitors,2022-05-01,5,2022,2,329,0.7,5.9,2,108.0
COMP-021,Capacitors,2022-06-01,6,2022,2,538,0.68,5.8,5,107.2
COMP-021,Capacitors,2022-07-01,7,2022,3,470,1.11,5.7,3,109.0
COMP-021,Capacitors,2022-08-01,8,2022,3,473,1.06,3.7,8,113.0
COMP-021,Capacitors,2022-09-01,9,2022,3,409,0.98,1.7,3,111.7
COMP-021,Capacitors,2022-10-01,10,2022,4,481,0.67,1.8,2,109.8
COMP-021,Capacitors,2022-11-01,11,2022,4,462,0.41,1.9,2,107.6
COMP-021,Capacitors,2022-12-01,12,2022,4,486,0.56,2.7,8,98.7
COMP-021,Capacitors,2023-01-01,1,2023,1,426,0.54,4.4,2,99.9
COMP-021,Capacitors,2023-02-01,2,2023,1,503,2.39,4.5,3,100.3
COMP-021,Capacitors,2023-03-01,3,2023,1,563,1.31,6.0,6,96.3
COMP-021,Capacitors,2023-04-01,4,2023,2,519,0.55,5.4,4,94.2
COMP-021,Capacitors,2023-05-01,5,2023,2,436,1.0,5.4,2,91.3
COMP-021,Capacitors,2023-06-01,6,2023,2,488,1.16,6.1,2,90.4
COMP-021,Capacitors,2023-07-01,7,2023,3,432,2.2,5.6,5,92.3
COMP-021,Capacitors,2023-08-01,8,2023,3,462,0.88,2.0,3,95.6
COMP-021,Capacitors,2023-09-01,9,2023,3,373,0.6,1.6,4,93.3
COMP-021,Capacitors,2023-10-01,10,2023,4,467,1.61,2.0,2,98.6
COMP-021,Capacitors,2023-11-01,11,2023,4,543,1.04,1.0,3,87.9
COMP-021,Capacitors,2023-12-01,12,2023,4,535,1.95,4.6,3,90.0
COMP-021,Capacitors,2024-01-01,1,2024,1,465,1.56,5.9,2,102.0
COMP-021,Capacitors,2024-02-01,2,2024,1,531,1.26,5.5,6,108.2
COMP-021,Capacitors,2024-03-01,3,2024,1,524,1.01,6.5,2,110.8
COMP-021,Capacitors,2024-04-01,4,2024,2,548,3.67,6.8,6,110.0
COMP-021,Capacitors,2024-05-01,5,2024,2,387,0.33,6.1,3,101.6
COMP-021,Capacitors,2024-06-01,6,2024,2,453,0.53,5.1,2,107.4
COMP-021,Capacitors,2024-07-01,7,2024,3,398,1.97,2.6,3,110.7
COMP-021,Capacitors,2024-08-01,8,2024,3,421,0.78,1.6,2,107.9
COMP-021,Capacitors,2024-09-01,9,2024,3,342,0.82,4.1,2,113.5
COMP-021,Capacitors,2024-10-01,10,2024,4,401,0.44,1.6,2,106.4
COMP-021,Capacitors,2024-11-01,11,2024,4,385,1.63,1.0,2,106.3
COMP-021,Capacitors,2024-12-01,12,2024,4,577,1.01,2.4,5,102.9
COMP-022,Capacitors,2022-01-01,1,2022,1,892,1.16,3.9,7,93.4
COMP-022,Capacitors,2022-02-01,2,2022,1,920,1.1,5.8,5,101.0
COMP-022,Capacitors,2022-03-01,3,2022,1,752,1.86,5.5,7,109.2
COMP-022,Capacitors,2022-04-01,4,2022,2,745,1.3,6.4,6,106.7
COMP-022,Capacitors,2022-05-01,5,2022,2,662,0.79,7.7,4,112.6
COMP-022,Capacitors,2022-06-01,6,2022,2,857,1.37,4.3,6,107.7
COMP-022,Capacitors,2022-07-01,7,2022,3,978,0.94,5.7,11,109.7
COMP-022,Capacitors,2022-08-01,8,2022,3,1116,1.57,2.9,8,106.6
COMP-022,Capacitors,2022-09-01,9,2022,3,1136,0.57,2.1,14,111.5
COMP-022,Capacitors,2022-10-01,10,2022,4,1152,0.53,2.2,7,111.6
COMP-022,Capacitors,2022-11-01,11,2022,4,1201,0.38,3.1,8,104.0
COMP-022,Capacitors,2022-12-01,12,2022,4,1082,1.18,4.2,9,106.1
COMP-022,Capacitors,2023-01-01,1,2023,1,1057,1.53,3.6,16,101.6
COMP-022,Capacitors,2023-02-01,2,2023,1,1161,0.89,3.7,15,98.4
COMP-022,Capacitors,2023-03-01,3,2023,1,1364,0.58,6.3,16,94.7
COMP-022,Capacitors,2023-04-01,4,2023,2,1151,1.84,6.2,7,94.7
COMP-022,Capacitors,2023-05-01,5,2023,2,1175,1.23,5.9,9,89.5
COMP-022,Capacitors,2023-06-01,6,2023,2,1216,1.2,3.1,9,86.9
COMP-022,Capacitors,2023-07-01,7,2023,3,1192,2.07,2.5,6,91.1
COMP-022,Capacitors,2023-08-01,8,2023,3,1151,1.26,4.4,14,93.7
COMP-022,Capacitors,2023-09-01,9,2023,3,1283,0.84,4.8,9,92.1
COMP-022,Capacitors,2023-10-01,10,2023,4,1023,1.25,1.5,13,92.5
COMP-022,Capacitors,2023-11-01,11,2023,4,1208,0.65,4.2,13,89.1
COMP-022,Capacitors,2023-12-01,12,2023,4,1465,0.35,3.0,9,97.3
COMP-022,Capacitors,2024-01-01,1,2024,1,1172,1.35,3.8,22,104.9
COMP-022,Capacitors,2024-02-01,2,2024,1,1339,0.67,5.0,6,109.8
COMP-022,Capacitors,2024-03-01,3,2024,1,1387,0.99,4.1,12,103.5
COMP-022,Capacitors,2024-04-01,4,2024,2,1449,1.06,4.6,8,107.4
COMP-022,Capacitors,2024-05-01,5,2024,2,1277,1.88,5.5,14,107.1
COMP-022,Capacitors,2024-06-01,6,2024,2,1341,3.03,3.6,9,106.0
COMP-022,Capacitors,2024-07-01,7,2024,3,1179,0.87,3.2,18,114.8
COMP-022,Capacitors,2024-08-01,8,2024,3,1401,1.5,1.6,11,114.5
COMP-022,Capacitors,2024-09-01,9,2024,3,1266,0.59,1.1,6,108.6
COMP-022,Capacitors,2024-10-01,10,2024,4,1375,1.05,2.8,10,104.8
COMP-022,Capacitors,2024-11-01,11,2024,4,1322,1.05,3.4,10,104.7
COMP-022,Capacitors,2024-12-01,12,2024,4,1618,0.67,3.2,10,103.0
COMP-023,ICs,2022-01-01,1,2022,1,4346,1.09,3.0,44,102.8
COMP-023,ICs,2022-02-01,2,2022,1,5526,1.88,4.0,58,107.6
COMP-023,ICs,2022-03-01,3,2022,1,3530,1.26,4.5,22,103.4
COMP-023,ICs,2022-04-01,4,2022,2,3265,0.89,7.2,40,106.5
COMP-023,ICs,2022-05-01,5,2022,2,3947,1.27,5.1,76,111.6
COMP-023,ICs,2022-06-01,6,2022,2,4403,0.65,5.0,39,108.0
COMP-023,ICs,2022-07-01,7,2022,3,6521,2.11,3.8,52,106.0
COMP-023,ICs,2022-08-01,8,2022,3,6416,0.57,3.6,34,105.9
COMP-023,ICs,2022-09-01,9,2022,3,4375,0.56,1.0,54,107.0
COMP-023,ICs,2022-10-01,10,2022,4,4843,0.79,1.0,33,105.5
COMP-023,ICs,2022-11-01,11,2022,4,5621,1.17,2.6,37,110.0
COMP-023,ICs,2022-12-01,12,2022,4,5676,0.45,1.9,65,102.5
COMP-023,ICs,2023-01-01,1,2023,1,5129,0.9,3.2,48,97.1
COMP-023,ICs,2023-02-01,2,2023,1,4648,1.21,6.8,88,99.8
COMP-023,ICs,2023-03-01,3,2023,1,6124,0.77,5.5,44,93.8
COMP-023,ICs,2023-04-01,4,2023,2,5505,1.02,6.3,43,91.8
COMP-023,ICs,2023-05-01,5,2023,2,4747,1.8,6.9,39,91.5
COMP-023,ICs,2023-06-01,6,2023,2,5380,0.35,4.6,28,95.5
COMP-023,ICs,2023-07-01,7,2023,3,4538,0.39,4.8,25,93.2
COMP-023,ICs,2023-08-01,8,2023,3,4662,1.18,2.5,78,89.0
COMP-023,ICs,2023-09-01,9,2023,3,3778,1.52,2.3,21,83.7
COMP-023,ICs,2023-10-01,10,2023,4,5223,2.08,2.1,33,89.0
COMP-023,ICs,2023-11-01,11,2023,4,5265,0.77,2.2,52,94.4
COMP-023,ICs,2023-12-01,12,2023,4,4784,0.71,2.2,30,93.6
COMP-023,ICs,2024-01-01,1,2024,1,3870,1.03,4.1,23,101.1
COMP-023,ICs,2024-02-01,2,2024,1,5153,0.96,3.2,38,101.5
COMP-023,ICs,2024-03-01,3,2024,1,5091,0.67,7.1,25,106.0
COMP-023,ICs,2024-04-01,4,2024,2,5018,0.46,6.1,40,107.3
COMP-023,ICs,2024-05-01,5,2024,2,5459,1.11,5.5,55,103.5
COMP-023,ICs,2024-06-01,6,2024,2,5008,2.33,4.6,42,113.2
COMP-023,ICs,2024-07-01,7,2024,3,3831,1.95,5.8,35,109.3
COMP-023,ICs,2024-08-01,8,2024,3,3553,0.52,3.5,18,113.4
COMP-023,ICs,2024-09-01,9,2024,3,4046,2.37,2.9,24,109.1
COMP-023,ICs,2024-10-01,10,2024,4,4164,0.77,3.1,50,109.6
COMP-023,ICs,2024-11-01,11,2024,4,4441,0.82,1.8,47,104.1
COMP-023,ICs,2024-12-01,12,2024,4,4555,0.71,3.2,26,96.3
COMP-024,Resistors,2022-01-01,1,2022,1,7591,0.23,4.6,38,103.2
COMP-024,Resistors,2022-02-01,2,2022,1,8956,1.14,3.9,49,107.5
COMP-024,Resistors,2022-03-01,3,2022,1,6782,0.71,5.5,57,108.0
COMP-024,Resistors,2022-04-01,4,2022,2,6441,1.54,5.7,33,101.4
COMP-024,Resistors,2022-05-01,5,2022,2,6145,2.77,6.0,67,108.3
COMP-024,Resistors,2022-06-01,6,2022,2,8331,0.52,3.9,67,106.6
COMP-024,Resistors,2022-07-01,7,2022,3,8396,0.52,1.9,61,113.5
COMP-024,Resistors,2022-08-01,8,2022,3,8600,0.66,3.2,56,110.1
COMP-024,Resistors,2022-09-01,9,2022,3,7110,0.63,3.0,40,104.2
COMP-024,Resistors,2022-10-01,10,2022,4,7462,1.74,1.0,56,105.9
COMP-024,Resistors,2022-11-01,11,2022,4,7353,0.66,1.6,65,102.1
COMP-024,Resistors,2022-12-01,12,2022,4,8665,0.51,1.4,44,99.2
COMP-024,Resistors,2023-01-01,1,2023,1,7252,2.15,4.0,40,98.8
COMP-024,Resistors,2023-02-01,2,2023,1,8973,0.58,6.1,151,92.2
COMP-024,Resistors,2023-03-01,3,2023,1,8182,1.76,6.5,85,93.2
COMP-024,Resistors,2023-04-01,4,2023,2,9489,2.46,5.6,61,96.2
COMP-024,Resistors,2023-05-01,5,2023,2,9718,1.29,7.3,106,85.1
COMP-024,Resistors,2023-06-01,6,2023,2,8008,1.64,5.2,59,91.3
COMP-024,Resistors,2023-07-01,7,2023,3,8813,0.37,3.9,114,83.9
COMP-024,Resistors,2023-08-01,8,2023,3,6925,0.86,1.3,98,88.5
COMP-024,Resistors,2023-09-01,9,2023,3,6573,1.32,2.8,39,92.3
COMP-024,Resistors,2023-10-01,10,2023,4,6730,1.09,3.2,45,98.1
COMP-024,Resistors,2023-11-01,11,2023,4,5973,1.0,1.9,96,89.8
COMP-024,Resistors,2023-12-01,12,2023,4,7471,0.56,3.1,48,95.9
COMP-024,Resistors,2024-01-01,1,2024,1,7569,1.04,5.1,63,100.9
COMP-024,Resistors,2024-02-01,2,2024,1,7439,1.11,5.2,51,101.4
COMP-024,Resistors,2024-03-01,3,2024,1,7907,1.39,5.6,55,106.5
COMP-024,Resistors,2024-04-01,4,2024,2,8906,1.23,5.5,97,102.9
COMP-024,Resistors,2024-05-01,5,2024,2,8939,1.22,5.6,166,111.9
COMP-024,Resistors,2024-06-01,6,2024,2,8271,1.31,6.1,56,110.7
COMP-024,Resistors,2024-07-01,7,2024,3,6660,0.76,3.9,63,111.6
COMP-024,Resistors,2024-08-01,8,2024,3,6925,0.7,2.9,60,112.0
COMP-024,Resistors,2024-09-01,9,2024,3,6028,0.48,3.3,46,107.6
COMP-024,Resistors,2024-10-01,10,2024,4,5648,1.88,1.0,37,104.1
COMP-024,Resistors,2024-11-01,11,2024,4,7357,0.65,1.9,49,105.3
COMP-024,Resistors,2024-12-01,12,2024,4,7069,0.4,1.0,114,105.6
COMP-025,Resistors,2022-01-01,1,2022,1,4104,0.36,2.8,46,103.7
COMP-025,Resistors,2022-02-01,2,2022,1,4647,1.06,5.1,32,108.0
COMP-025,Resistors,2022-03-01,3,2022,1,3695,3.2,7.5,22,107.3
COMP-025,Resistors,2022-04-01,4,2022,2,3821,1.28,5.6,19,103.3
COMP-025,Resistors,2022-05-01,5,2022,2,3014,0.91,4.7,37,108.9
COMP-025,Resistors,2022-06-01,6,2022,2,4706,1.31,5.7,29,108.2
COMP-025,Resistors,2022-07-01,7,2022,3,5371,1.17,2.9,34,112.9
COMP-025,Resistors,2022-08-01,8,2022,3,5291,0.66,2.3,41,110.2
COMP-025,Resistors,2022-09-01,9,2022,3,3655,0.53,1.0,21,111.5
COMP-025,Resistors,2022-10-01,10,2022,4,4657,0.72,2.6,37,110.1
COMP-025,Resistors,2022-11-01,11,2022,4,4536,1.07,2.2,82,104.0
COMP-025,Resistors,2022-12-01,12,2022,4,5215,1.38,3.6,91,98.7
COMP-025,Resistors,2023-01-01,1,2023,1,4205,0.99,3.3,25,98.1
COMP-025,Resistors,2023-02-01,2,2023,1,4924,0.89,3.1,28,100.2
COMP-025,Resistors,2023-03-01,3,2023,1,5380,1.04,5.6,60,98.8
COMP-025,Resistors,2023-04-01,4,2023,2,4724,1.2,4.7,35,94.6
COMP-025,Resistors,2023-05-01,5,2023,2,4155,1.4,3.1,68,96.7
COMP-025,Resistors,2023-06-01,6,2023,2,4266,1.71,5.5,33,98.4
COMP-025,Resistors,2023-07-01,7,2023,3,4229,0.63,5.7,24,89.0
COMP-025,Resistors,2023-08-01,8,2023,3,3611,1.02,2.4,52,88.9
COMP-025,Resistors,2023-09-01,9,2023,3,3225,0.7,2.0,25,87.6
COMP-025,Resistors,2023-10-01,10,2023,4,4249,0.55,1.0,83,91.4
COMP-025,Resistors,2023-11-01,11,2023,4,5603,0.8,1.8,30,94.0
COMP-025,Resistors,2023-12-01,12,2023,4,4076,0.68,3.3,34,98.4
COMP-025,Resistors,2024-01-01,1,2024,1,3400,0.97,4.1,52,97.7
COMP-025,Resistors,2024-02-01,2,2024,1,4904,0.99,4.5,27,109.5
COMP-025,Resistors,2024-03-01,3,2024,1,4373,0.63,6.8,28,103.0
COMP-025,Resistors,2024-04-01,4,2024,2,4458,0.42,5.8,78,107.6
COMP-025,Resistors,2024-05-01,5,2024,2,5133,1.13,7.5,60,106.2
COMP-025,Resistors,2024-06-01,6,2024,2,4497,0.95,4.5,28,109.1
COMP-025,Resistors,2024-07-01,7,2024,3,3357,1.06,3.3,37,111.9
COMP-025,Resistors,2024-08-01,8,2024,3,3834,0.65,3.5,24,101.7
COMP-025,Resistors,2024-09-01,9,2024,3,3960,0.61,3.1,45,110.7
COMP-025,Resistors,2024-10-01,10,2024,4,4139,0.36,2.2,20,105.2
COMP-025,Resistors,2024-11-01,11,2024,4,5041,0.67,1.2,36,105.0
COMP-025,Resistors,2024-12-01,12,2024,4,5057,1.17,1.9,27,97.8
COMP-026,Connectors,2022-01-01,1,2022,1,5056,0.84,4.5,61,97.4
COMP-026,Connectors,2022-02-01,2,2022,1,5611,0.55,5.0,28,106.9
COMP-026,Connectors,2022-03-01,3,2022,1,3741,1.07,5.4,31,104.3
COMP-026,Connectors,2022-04-01,4,2022,2,3947,2.4,5.4,33,104.4
COMP-026,Connectors,2022-05-01,5,2022,2,4046,1.25,7.0,49,110.6
COMP-026,Connectors,2022-06-01,6,2022,2,4720,0.88,6.2,53,110.8
COMP-026,Connectors,2022-07-01,7,2022,3,5468,0.71,1.1,67,105.6
COMP-026,Connectors,2022-08-01,8,2022,3,5092,0.97,3.2,41,112.1
COMP-026,Connectors,2022-09-01,9,2022,3,4360,0.85,3.7,27,108.0
COMP-026,Connectors,2022-10-01,10,2022,4,5130,0.88,1.0,59,106.3
COMP-026,Connectors,2022-11-01,11,2022,4,4682,0.98,2.9,32,101.8
COMP-026,Connectors,2022-12-01,12,2022,4,4890,0.65,2.8,34,107.0
COMP-026,Connectors,2023-01-01,1,2023,1,4554,0.75,3.5,41,100.6
COMP-026,Connectors,2023-02-01,2,2023,1,5192,1.36,2.4,82,99.4
COMP-026,Connectors,2023-03-01,3,2023,1,4789,1.33,4.7,55,97.8
COMP-026,Connectors,2023-04-01,4,2023,2,5724,1.76,7.6,31,92.2
COMP-026,Connectors,2023-05-01,5,2023,2,5132,2.18,5.0,33,89.3
COMP-026,Connectors,2023-06-01,6,2023,2,4762,0.74,3.4,55,90.1
COMP-026,Connectors,2023-07-01,7,2023,3,4640,1.61,4.5,64,91.3
COMP-026,Connectors,2023-08-01,8,2023,3,3992,0.77,3.1,27,87.4
COMP-026,Connectors,2023-09-01,9,2023,3,3448,1.33,2.8,31,91.0
COMP-026,Connectors,2023-10-01,10,2023,4,4401,0.91,3.6,23,91.1
COMP-026,Connectors,2023-11-01,11,2023,4,4526,1.17,2.6,48,95.4
COMP-026,Connectors,2023-12-01,12,2023,4,4337,2.49,4.0,82,99.6
COMP-026,Connectors,2024-01-01,1,2024,1,4527,1.65,4.5,87,93.9
COMP-026,Connectors,2024-02-01,2,2024,1,5577,0.69,5.0,36,107.4
COMP-026,Connectors,2024-03-01,3,2024,1,5198,0.58,5.7,35,105.4
COMP-026,Connectors,2024-04-01,4,2024,2,5248,0.61,6.4,27,104.7
COMP-026,Connectors,2024-05-01,5,2024,2,5175,0.53,6.4,30,99.4
COMP-026,Connectors,2024-06-01,6,2024,2,4888,0.78,5.4,37,107.1
COMP-026,Connectors,2024-07-01,7,2024,3,4450,1.74,3.7,24,111.8
COMP-026,Connectors,2024-08-01,8,2024,3,3901,1.19,2.3,59,105.2
COMP-026,Connectors,2024-09-01,9,2024,3,3996,0.69,3.0,27,111.0
COMP-026,Connectors,2024-10-01,10,2024,4,3842,1.08,3.0,55,103.5
COMP-026,Connectors,2024-11-01,11,2024,4,4146,1.6,3.1,62,109.1
COMP-026,Connectors,2024-12-01,12,2024,4,4555,0.99,3.7,23,95.6
COMP-027,Semiconductors,2022-01-01,1,2022,1,5391,1.79,3.9,39,93.7
COMP-027,Semiconductors,2022-02-01,2,2022,1,6439,0.74,2.9,97,102.1
COMP-027,Semiconductors,2022-03-01,3,2022,1,4072,0.8,3.8,73,103.8
COMP-027,Semiconductors,2022-04-01,4,2022,2,4806,0.4,3.9,41,109.3
COMP-027,Semiconductors,2022-05-01,5,2022,2,4544,1.26,4.9,38,106.2
COMP-027,Semiconductors,2022-06-01,6,2022,2,5919,1.42,6.4,58,108.4
COMP-027,Semiconductors,2022-07-01,7,2022,3,5796,1.16,3.6,31,111.2
COMP-027,Semiconductors,2022-08-01,8,2022,3,7192,0.63,3.6,104,108.8
COMP-027,Semiconductors,2022-09-01,9,2022,3,6133,0.49,2.9,46,108.1
COMP-027,Semiconductors,2022-10-01,10,2022,4,6971,0.56,2.9,120,103.5
COMP-027,Semiconductors,2022-11-01,11,2022,4,6639,2.02,1.5,71,103.6
COMP-027,Semiconductors,2022-12-01,12,2022,4,7959,0.7,2.2,151,102.8
COMP-027,Semiconductors,2023-01-01,1,2023,1,6481,0.64,4.2,38,101.8
COMP-027,Semiconductors,2023-02-01,2,2023,1,5604,0.79,4.4,44,98.8
COMP-027,Semiconductors,2023-03-01,3,2023,1,9215,0.93,5.8,70,96.9
COMP-027,Semiconductors,2023-04-01,4,2023,2,8371,1.69,6.1,114,92.5
COMP-027,Semiconductors,2023-05-01,5,2023,2,6916,0.69,4.4,56,89.2
COMP-027,Semiconductors,2023-06-01,6,2023,2,7614,1.01,5.1,130,88.8
COMP-027,Semiconductors,2023-07-01,7,2023,3,7156,1.87,6.6,94,93.4
