component_id,category,manufacturer,package_type,years_since_introduction,technology_node_nm,num_alternative_parts,num_authorized_distributors,monthly_demand_units,demand_trend_6m,demand_trend_12m,avg_lead_time_weeks,lead_time_increase_pct,price_trend_6m,num_pcn_notices,last_pcn_months_ago,manufacturer_financial_health,num_design_wins,cross_reference_count,rohs_compliant,automotive_qualified,military_grade,lifecycle_stage,will_go_eol_12m
CMP-02826,Diodes,Intel,SMD-0805,12.5,90,6,6,7113,0.132,-0.066,33.7,-1.3,-0.077,1,6.0,69.7,20,2,1,0,0,Declining,0
CMP-02827,Semiconductors,Intel,SOT-23,1.8,90,3,3,23,0.142,0.227,6.8,8.1,0.106,0,60.0,89.0,0,6,1,1,1,Active,0
CMP-02828,Resistors,Analog Devices,TSSOP,4.2,22,6,1,6193,0.078,-0.025,7.9,17.1,0.099,1,36.0,53.7,17,2,1,1,0,Mature,0
CMP-02829,Semiconductors,TDK,BGA,7.3,65,0,6,1909,-0.042,-0.191,5.7,9.3,-0.115,1,10.0,90.3,52,3,1,0,0,Mature,0
CMP-02830,Resistors,Broadcom,SMD-0603,1.4,130,2,3,4957,-0.341,-0.021,4.6,-18.3,-0.001,0,4.0,62.4,5,1,0,1,0,Active,0
CMP-02831,Inductors,NXP,TO-220,1.9,10,4,3,510,-0.158,-0.179,12.8,-1.8,-0.062,1,41.0,62.8,7,4,1,1,0,Active,0
CMP-02832,Semiconductors,Samsung,SOIC,2.7,90,3,0,12030,-0.286,0.25,19.7,-5.0,-0.031,1,10.0,69.4,2,3,1,0,0,Active,0
CMP-02833,Capacitors,ON Semi,CSP,5.7,28,6,10,7444,0.059,-0.022,21.0,10.2,0.005,2,48.0,58.9,14,2,1,1,1,Active,0
CMP-02834,Resistors,STMicro,QFP,5.7,180,6,3,751,0.144,-0.206,8.8,5.3,-0.145,0,7.0,63.5,10,2,1,0,1,Active,0
CMP-02835,Transistors,NXP,TSSOP,13.5,65,4,4,350,0.037,0.002,18.9,16.4,-0.11,0,10.0,75.3,6,2,1,0,0,Last Buy,0
CMP-02836,ICs,Vishay,SOIC,11.2,10,3,3,1513,-0.195,0.321,26.8,-13.4,0.037,0,43.0,68.4,2,7,1,1,0,Last Buy,0
CMP-02837,Semiconductors,Texas Instruments,QFN,19.6,40,2,4,148,-0.07,-0.083,24.8,25.1,-0.082,0,1.0,96.9,7,4,1,0,1,Last Buy,0
CMP-02838,Diodes,Analog Devices,SOIC,14.3,250,5,3,591,0.072,-0.025,5.7,32.8,0.118,0,60.0,86.7,5,6,1,0,0,EOL Announced,1
CMP-02839,Resistors,Murata,QFP,2.3,90,4,6,11087,-0.125,-0.213,9.1,-20.0,-0.024,1,1.0,57.8,5,1,1,0,0,Active,0
CMP-02840,Resistors,NXP,QFP,3.2,28,3,9,255,0.014,0.134,12.8,17.4,-0.039,0,17.0,100.0,2,4,0,0,0,Active,0
CMP-02841,Diodes,Microchip,TO-220,5.6,65,4,9,141,0.039,-0.018,9.1,-4.3,0.057,0,12.0,31.8,1,1,1,0,0,Mature,0
CMP-02842,Transistors,ROHM,SMD-0603,0.5,65,5,7,21199,0.074,-0.164,7.1,4.9,-0.015,1,16.0,,82,3,1,1,0,Active,0
CMP-02843,ICs,Broadcom,QFP,18.7,10,5,8,2465,-0.173,0.136,29.3,0.0,-0.006,1,8.0,57.1,2,2,1,0,0,EOL Announced,1
CMP-02844,Connectors,Renesas,SOIC,0.5,22,6,1,2251,0.213,-0.081,9.4,23.7,0.149,2,25.0,59.3,3,1,1,0,0,Active,0
CMP-02845,Resistors,Broadcom,SMD-0603,3.1,65,2,6,1493,0.06,0.244,9.6,1.6,-0.143,1,27.0,64.1,17,2,1,1,0,Declining,0
CMP-02846,Diodes,ROHM,SMD-0402,6.7,40,6,6,214,-0.044,-0.484,20.0,-12.1,0.012,0,22.0,80.0,23,1,1,0,0,Mature,0
CMP-02847,Capacitors,Murata,SOIC,5.8,22,4,9,24997,-0.007,-0.025,8.3,2.9,0.07,0,1.0,39.6,3,2,1,1,0,Active,0
CMP-02848,Connectors,NXP,DIP,8.5,90,4,4,594,0.274,-0.092,10.7,-20.0,-0.013,0,0.0,68.5,39,3,1,0,0,Declining,0
CMP-02849,Resistors,ROHM,TO-220,6.0,40,2,7,17,,-0.142,6.1,-19.8,-0.094,1,20.0,66.2,12,3,1,0,0,Active,0
CMP-02850,Inductors,TDK,BGA,2.1,28,5,1,440,-0.099,0.282,21.7,16.5,-0.001,0,2.0,90.4,2,3,0,0,0,Active,0
CMP-02851,Capacitors,Microchip,TO-220,1.8,22,7,2,20260,0.011,0.03,15.7,5.7,0.015,0,1.0,100.0,12,2,1,1,0,Active,0
CMP-02852,Semiconductors,Murata,QFP,19.0,65,3,8,870,-0.214,-0.018,40.8,-6.5,0.003,0,1.0,68.1,23,2,1,1,0,Declining,0
CMP-02853,Transistors,NXP,TSSOP,2.5,65,6,7,15376,0.289,0.3,13.2,8.3,-0.023,0,0.0,76.0,9,10,1,0,0,Mature,0
CMP-02854,Semiconductors,Intel,CSP,2.6,65,1,10,1532,-0.168,0.003,32.3,-16.7,-0.093,2,21.0,100.0,12,2,0,1,0,Active,0
CMP-02855,Connectors,Microchip,SOT-23,4.3,22,1,5,354,0.101,-0.092,12.7,-20.0,-0.079,0,60.0,71.8,2,0,1,0,0,Active,0
CMP-02856,Capacitors,Broadcom,QFN,1.2,65,7,2,274,0.024,0.066,18.1,6.0,,1,15.0,90.8,62,3,1,0,1,Active,0
CMP-02857,Semiconductors,Murata,DIP,5.7,180,3,5,9059,-0.008,-0.665,18.2,24.6,0.031,0,19.0,100.0,1,2,1,1,0,Mature,0
CMP-02858,Semiconductors,Broadcom,QFP,8.7,28,4,8,3791,0.073,0.09,19.7,-11.1,-0.045,2,22.0,63.6,6,1,1,1,0,Declining,0
CMP-02859,Semiconductors,NXP,SOIC,12.3,22,4,4,93,-0.098,-0.112,17.6,2.0,0.021,1,2.0,66.0,3,2,1,1,0,EOL Announced,0
CMP-02860,Transistors,Broadcom,SMD-0603,9.9,90,1,3,4631,0.097,-0.316,15.2,15.4,0.187,0,19.0,89.2,13,3,1,0,0,Declining,0
CMP-02861,Capacitors,STMicro,DIP,1.3,22,6,4,649,-0.134,-0.017,14.6,15.7,0.019,0,35.0,62.3,2,3,1,1,0,Active,0
CMP-02862,ICs,Texas Instruments,SOT-23,4.9,28,5,5,697,-0.127,0.03,22.2,13.8,0.163,1,32.0,56.8,45,3,1,1,0,Active,0
CMP-02863,Connectors,STMicro,BGA,0.5,14,5,4,24605,-0.18,0.329,11.6,-11.4,-0.079,1,6.0,76.5,2,2,1,0,0,Mature,0
CMP-02864,Resistors,Analog Devices,SMD-0603,0.5,28,7,2,60729,-0.046,-0.211,10.7,7.3,0.097,1,0.0,51.3,18,1,1,0,0,Active,0
CMP-02865,Connectors,Analog Devices,QFN,4.6,40,2,5,246,0.014,0.013,8.4,-7.0,-0.039,1,20.0,64.9,9,3,1,0,0,Mature,0
CMP-02866,Connectors,Samsung,SMD-0805,2.3,10,5,7,14,0.089,0.061,11.1,-10.8,-0.112,1,22.0,80.8,15,1,1,0,0,Active,0
CMP-02867,Diodes,NXP,QFN,9.2,130,6,6,1529,-0.063,0.023,19.1,6.8,-0.07,0,50.0,91.9,13,1,0,0,0,Declining,0
CMP-02868,Capacitors,Infineon,TO-220,10.3,40,9,5,9075,0.032,0.012,13.4,-4.6,-0.016,0,2.0,75.7,7,4,1,1,1,Last Buy,0
CMP-02869,Resistors,Vishay,DIP,18.1,65,3,3,680,-0.013,0.025,23.5,8.8,0.138,1,58.0,61.4,1,1,1,0,0,Last Buy,0
CMP-02870,Transistors,Broadcom,TO-220,11.4,40,11,6,322,0.066,-0.276,9.4,-0.7,0.11,1,0.0,91.9,6,3,1,0,0,Last Buy,0
CMP-02871,ICs,STMicro,QFP,0.5,65,3,4,145,-0.106,0.148,10.4,10.1,0.056,1,11.0,78.2,2,0,0,1,0,Active,0
CMP-02872,Transistors,Murata,SMD-0402,3.7,40,3,7,1230,0.073,0.182,6.6,21.9,0.055,0,9.0,,4,5,1,0,0,Declining,0
CMP-02873,Resistors,TDK,QFP,2.6,90,6,7,64,-0.093,-0.115,18.8,1.5,-0.086,1,0.0,63.1,5,1,1,1,0,Active,0
CMP-02874,Diodes,Renesas,BGA,3.9,130,5,6,564,0.064,-0.068,4.0,-7.8,0.059,0,25.0,60.1,14,5,1,0,0,Mature,0
CMP-02875,Resistors,Microchip,CSP,1.4,90,4,3,553,-0.05,-0.152,27.3,20.2,-0.1,0,0.0,69.3,5,0,1,0,0,Active,0
CMP-02876,Resistors,Vishay,DIP,0.8,40,3,8,3068,0.134,-0.395,23.4,16.5,0.128,0,30.0,82.9,40,2,1,1,0,Active,0
CMP-02877,Capacitors,Infineon,TSSOP,5.9,90,2,5,5968,0.044,0.071,30.3,13.2,0.017,0,7.0,93.5,5,3,1,1,0,Mature,0
CMP-02878,Connectors,Broadcom,TSSOP,10.2,40,4,7,456,0.177,-0.06,15.1,2.2,0.04,1,4.0,78.8,5,2,1,1,0,Mature,0
CMP-02879,Semiconductors,ON Semi,SMD-0402,9.7,14,3,7,98,0.074,0.094,52.0,-12.0,0.05,1,12.0,61.9,1,1,1,0,0,Mature,0
CMP-02880,Capacitors,NXP,SMD-0603,4.8,14,3,1,82,-0.014,0.025,23.9,12.4,,1,0.0,52.6,4,3,1,1,0,Active,0
CMP-02881,Transistors,TDK,SMD-0402,5.9,180,2,7,6980,0.163,-0.23,22.1,3.7,0.104,0,3.0,,2,1,1,0,0,Active,0
CMP-02882,Capacitors,NXP,BGA,5.8,22,2,1,21165,-0.223,-0.105,15.9,-1.1,-0.101,0,48.0,100.0,2,4,1,0,0,Active,0
CMP-02883,Semiconductors,Samsung,SOIC,9.4,130,1,5,94,-0.003,0.023,5.5,6.1,0.016,1,44.0,58.0,2,3,0,0,0,Mature,0
CMP-02884,Semiconductors,Infineon,TO-220,0.5,22,9,10,47192,-0.01,-0.315,12.3,-1.6,0.022,0,4.0,49.1,2,1,1,1,0,Active,0
CMP-02885,ICs,Microchip,SOT-23,9.9,40,7,5,46741,0.045,0.261,10.0,18.1,0.004,1,3.0,79.4,0,5,1,0,0,Mature,0
CMP-02886,Connectors,Broadcom,QFP,7.0,65,5,7,205,-0.134,0.045,11.1,8.2,-0.069,1,13.0,59.7,4,2,1,1,0,Declining,0
CMP-02887,Resistors,Microchip,DIP,1.8,22,3,5,801,0.125,-0.198,11.7,30.0,-0.076,0,20.0,65.8,7,2,1,0,0,Active,0
CMP-02888,Diodes,NXP,CSP,0.5,90,5,2,4791,0.223,-0.172,19.2,24.4,-0.061,1,6.0,51.2,14,1,1,1,1,Active,0
CMP-02889,Transistors,Murata,BGA,0.9,90,4,4,1006,-0.007,-0.126,13.1,-5.3,-0.057,0,5.0,49.2,2,1,1,1,0,Active,0
CMP-02890,Capacitors,Samsung,SMD-0805,6.0,65,4,6,516,-0.057,-0.06,6.3,-16.3,-0.054,0,60.0,58.1,21,1,0,0,0,Declining,0
CMP-02891,Inductors,Intel,SOT-23,11.4,65,5,3,9855,0.065,-0.184,5.2,12.9,0.005,1,12.0,67.2,37,2,1,0,0,Last Buy,0
CMP-02892,Diodes,ON Semi,BGA,3.3,14,3,2,4744,-0.133,0.034,18.5,6.4,-0.047,1,39.0,,5,4,1,1,0,Declining,0
CMP-02893,Inductors,Infineon,SMD-0805,3.8,40,4,8,185,-0.074,-0.006,7.4,20.6,0.015,0,9.0,91.8,1,3,1,1,0,Mature,0
CMP-02894,Semiconductors,Texas Instruments,SMD-0805,21.8,14,5,1,3353,-0.061,0.2,4.2,-6.0,0.064,0,1.0,51.7,2,2,1,0,0,Last Buy,0
CMP-02895,Transistors,TDK,SMD-0805,1.9,28,5,2,2091,-0.074,-0.337,12.5,-11.0,-0.019,0,6.0,69.2,8,3,1,0,0,Active,0
CMP-02896,Connectors,STMicro,SOIC,0.9,180,4,5,817,-0.037,0.156,16.9,11.6,-0.136,0,19.0,73.0,7,4,1,0,0,Active,0
CMP-02897,Capacitors,Broadcom,SMD-0402,3.4,65,2,5,448,0.109,0.18,12.7,26.6,0.076,0,14.0,67.3,13,3,1,1,0,Mature,0
CMP-02898,Resistors,Analog Devices,TSSOP,11.0,90,2,9,159,-0.046,0.414,8.4,-8.5,-0.019,1,8.0,63.8,7,3,1,1,0,Declining,0
CMP-02899,Semiconductors,Renesas,QFN,7.9,65,2,7,656,-0.0,0.306,35.1,3.5,,1,13.0,,4,3,1,0,1,Declining,0
CMP-02900,Semiconductors,NXP,QFP,4.3,22,3,6,410,-0.124,-0.138,6.0,20.0,-0.075,0,60.0,77.8,13,5,1,0,1,Mature,0
CMP-02901,Diodes,TDK,SMD-0805,26.8,65,6,5,3187,0.149,-0.034,16.1,11.9,0.038,0,21.0,66.9,7,4,1,0,0,EOL Announced,1
CMP-02902,Semiconductors,TDK,BGA,10.6,90,2,3,14967,-0.14,0.726,16.9,-1.1,0.048,1,19.0,58.7,8,3,0,1,0,Mature,0
CMP-02903,Resistors,Texas Instruments,SMD-0603,0.5,14,4,3,508,0.095,-0.299,14.1,13.5,0.032,1,15.0,70.0,3,5,1,0,0,Active,0
CMP-02904,Connectors,ROHM,SMD-0603,10.9,130,5,7,1916,0.05,0.247,16.0,14.4,0.031,0,4.0,56.5,82,3,1,0,0,Declining,0
CMP-02905,Semiconductors,Texas Instruments,TSSOP,0.5,65,0,6,183,-0.35,0.072,22.3,6.8,0.054,1,17.0,68.7,8,5,1,1,0,Active,0
CMP-02906,ICs,Samsung,DIP,8.4,7,3,6,949,-0.16,0.034,8.5,2.4,-0.012,0,16.0,58.0,6,4,1,0,0,Mature,0
CMP-02907,Capacitors,Infineon,TO-220,1.9,40,2,4,4384,0.063,0.069,16.4,7.7,0.05,2,28.0,72.0,20,4,1,0,1,Active,0
CMP-02908,Capacitors,Murata,SMD-0805,9.5,40,3,4,828,,-0.174,11.2,-7.4,0.098,2,7.0,88.5,47,3,0,1,0,Mature,0
CMP-02909,Capacitors,ON Semi,BGA,3.0,28,6,8,564,-0.005,0.049,7.5,1.7,0.01,0,9.0,56.5,39,2,1,0,0,Active,0
CMP-02910,Capacitors,Analog Devices,SMD-0805,16.5,90,6,5,523,-0.058,-0.213,6.5,10.5,0.029,1,60.0,46.3,4,5,1,0,1,Last Buy,1
CMP-02911,Semiconductors,Microchip,SOIC,3.3,180,7,6,2159,-0.124,0.068,10.2,22.1,0.094,0,8.0,83.8,4,4,1,0,0,Active,0
CMP-02912,Diodes,Texas Instruments,TO-220,7.7,90,4,7,925,0.363,-0.157,15.7,-7.8,-0.049,0,14.0,82.5,3,5,1,0,0,Last Buy,0
CMP-02913,ICs,Texas Instruments,SMD-0805,2.7,130,3,2,203,0.083,0.08,10.7,12.6,0.199,0,7.0,73.2,2,2,1,1,0,Active,0
CMP-02914,Capacitors,Broadcom,QFP,19.9,180,2,1,9410,0.147,-0.12,17.2,-8.5,,1,19.0,59.9,3,7,0,1,0,Declining,0
CMP-02915,Inductors,STMicro,SMD-0603,12.1,180,2,1,324,-0.183,0.022,18.1,16.1,0.044,0,27.0,93.0,2,3,0,0,0,Last Buy,0
CMP-02916,Diodes,Intel,SMD-0805,2.2,14,6,7,13447,-0.016,-0.22,10.9,23.9,0.085,0,21.0,78.5,2,4,1,0,0,Active,0
CMP-02917,Transistors,Texas Instruments,QFP,23.8,40,6,8,99,0.061,-0.316,16.4,-11.7,-0.065,0,15.0,53.9,20,4,1,0,1,Declining,0
CMP-02918,Resistors,Intel,QFP,3.5,7,6,8,68226,-0.141,-0.247,50.1,-3.4,0.086,0,7.0,59.8,18,1,1,0,0,Active,0
CMP-02919,Capacitors,Samsung,SMD-0402,8.4,40,4,9,14235,0.008,-0.243,22.6,-6.9,0.146,1,16.0,66.1,7,2,1,1,0,Mature,0
CMP-02920,Capacitors,Murata,QFP,10.9,180,4,9,116,0.139,0.241,4.4,3.0,0.15,0,27.0,88.7,39,1,0,0,0,Last Buy,0
CMP-02921,Inductors,TDK,TO-220,0.5,22,2,3,1174,0.009,0.006,37.4,-1.9,-0.078,1,3.0,64.8,3,2,1,0,0,Active,0
CMP-02922,Diodes,Renesas,SMD-0603,25.5,65,2,8,1264,0.031,-0.14,18.8,20.0,0.21,1,11.0,40.9,20,6,1,0,0,EOL Announced,1
CMP-02923,Semiconductors,ROHM,CSP,3.4,65,6,10,264,0.15,-0.213,7.3,9.2,0.037,0,37.0,48.5,3,3,0,1,1,Active,0
CMP-02924,Resistors,Microchip,DIP,1.7,22,4,7,14971,-0.055,-0.196,9.2,10.3,0.016,0,13.0,61.8,8,3,0,1,0,Active,0
CMP-02925,Transistors,Texas Instruments,SOIC,15.2,22,2,3,6206,0.146,0.311,25.4,1.0,-0.13,0,41.0,65.5,1,4,1,0,0,EOL Announced,0
CMP-02926,Diodes,NXP,SMD-0603,9.7,40,3,6,7422,-0.05,0.279,17.2,13.3,0.019,2,2.0,53.3,10,6,1,0,0,Mature,0
CMP-02927,ICs,Renesas,BGA,0.7,22,3,2,6423,-0.196,-0.044,18.4,21.9,0.03,0,6.0,100.0,10,1,1,0,0,Active,0
CMP-02928,Diodes,Broadcom,DIP,1.0,65,2,4,326,0.09,0.2,7.2,-1.1,-0.114,2,13.0,93.4,12,2,1,1,0,Mature,0
CMP-02929,Resistors,Intel,QFP,10.0,40,4,4,2295,0.135,0.337,10.7,17.7,-0.173,1,4.0,93.9,6,2,1,0,0,Last Buy,0
CMP-02930,Connectors,STMicro,SMD-0805,0.6,40,2,5,3218,-0.235,-0.286,9.3,-10.5,-0.034,1,15.0,79.0,3,4,1,1,0,Active,0
CMP-02931,Inductors,ON Semi,SMD-0402,19.9,14,3,4,132,-0.171,0.051,19.8,41.8,-0.038,0,12.0,52.2,14,3,1,1,0,Last Buy,0
CMP-02932,Semiconductors,STMicro,DIP,10.8,40,2,5,452,-0.158,-0.085,12.7,-6.4,-0.12,0,49.0,86.7,7,1,0,0,0,Declining,0
CMP-02933,Connectors,Texas Instruments,BGA,3.3,10,9,2,2461,-0.198,-0.166,13.1,23.8,0.069,0,19.0,79.6,9,2,1,0,0,Active,0
CMP-02934,Inductors,Infineon,BGA,3.6,130,3,5,80,0.076,0.09,13.3,-5.3,0.205,0,0.0,79.0,6,2,1,0,0,Active,0
CMP-02935,Semiconductors,Broadcom,DIP,5.6,28,3,4,1663,0.061,0.064,10.2,7.7,0.096,0,33.0,97.5,56,2,0,1,0,Mature,0
CMP-02936,Diodes,TDK,SMD-0402,3.6,130,6,3,914,-0.067,-0.114,5.9,16.2,-0.038,1,19.0,33.3,4,10,1,1,0,Active,0
CMP-02937,Connectors,Murata,QFP,12.2,90,3,4,58,-0.205,0.062,19.3,18.4,0.092,0,4.0,62.1,14,2,1,1,0,EOL Announced,0
CMP-02938,ICs,NXP,CSP,29.4,90,8,7,5157,-0.061,-0.059,16.7,10.2,,0,5.0,71.1,9,1,1,1,0,Last Buy,0
CMP-02939,Semiconductors,Infineon,TO-220,7.0,28,6,5,41292,0.119,0.126,11.8,18.4,-0.094,1,21.0,87.2,3,2,1,1,0,Last Buy,0
CMP-02940,Capacitors,STMicro,BGA,4.7,22,6,9,642,0.18,0.06,12.0,-16.5,0.007,2,15.0,65.2,6,3,1,0,0,Mature,0
CMP-02941,Connectors,Intel,QFP,2.0,40,9,8,397,-0.322,0.194,9.8,6.6,0.021,0,10.0,76.5,3,5,0,0,1,Active,0
CMP-02942,Capacitors,Intel,TO-220,8.5,10,6,3,1537,-0.207,0.382,22.6,26.0,0.138,0,7.0,69.5,27,3,1,0,0,Last Buy,0
CMP-02943,Inductors,Infineon,TO-220,9.3,180,2,5,3499,0.149,-0.267,14.0,17.9,-0.015,0,31.0,72.3,1,3,1,0,0,Last Buy,0
CMP-02944,Diodes,Intel,BGA,9.2,40,2,6,113,0.246,0.226,8.6,3.5,-0.014,0,28.0,81.4,3,6,1,0,0,Mature,0
CMP-02945,Semiconductors,STMicro,CSP,0.5,250,2,6,3794,0.083,-0.131,14.6,8.0,0.116,0,36.0,69.0,1,2,1,1,0,Active,0
CMP-02946,Connectors,Broadcom,DIP,18.4,90,3,7,1255,-0.184,-0.167,7.0,-6.1,-0.087,0,29.0,73.0,2,3,1,1,1,Declining,0
CMP-02947,Connectors,Infineon,TO-220,3.3,14,2,10,38,-0.141,0.279,10.2,-20.0,,1,52.0,84.9,16,1,1,1,0,Declining,0
CMP-02948,Resistors,STMicro,SMD-0805,10.9,65,5,4,388,0.0,-0.101,13.7,17.9,-0.122,0,2.0,73.3,20,3,1,0,1,Mature,0
CMP-02949,ICs,NXP,SMD-0603,11.4,28,4,3,1086,-0.064,-0.593,15.9,12.2,0.133,0,13.0,50.1,5,1,1,1,1,Declining,0
CMP-02950,Transistors,TDK,SOIC,8.4,22,5,5,478,-0.011,-0.387,8.5,9.1,0.207,0,7.0,61.2,16,3,1,1,0,Declining,0
CMP-02951,Inductors,ON Semi,BGA,4.0,28,4,5,1810,-0.01,0.062,9.5,-20.0,0.015,1,9.0,93.5,28,3,0,0,0,Declining,0
CMP-02952,Inductors,NXP,SOT-23,7.5,180,5,8,1120,0.101,-0.098,12.4,1.5,0.022,2,46.0,81.2,26,2,1,1,1,Declining,0
CMP-02953,Resistors,NXP,TO-220,0.5,40,4,1,283,-0.112,-0.074,6.4,-19.7,0.014,0,28.0,99.3,2,5,1,1,0,Active,0
CMP-02954,ICs,Intel,QFN,11.5,65,1,2,22355,0.048,-0.04,7.0,-20.0,0.025,0,1.0,99.4,41,4,1,1,0,Last Buy,0
CMP-02955,Inductors,Texas Instruments,TSSOP,0.8,28,2,5,45,-0.14,-0.247,10.3,-4.5,-0.061,0,11.0,71.7,14,5,0,0,0,Active,0
CMP-02956,Diodes,Renesas,SMD-0805,4.0,65,3,7,267,-0.055,0.228,6.1,30.4,0.049,0,5.0,71.8,12,0,1,1,1,Active,0
CMP-02957,Transistors,Vishay,SOT-23,0.9,28,3,5,7312,-0.027,0.226,11.0,9.9,-0.003,1,16.0,79.3,7,4,1,1,1,Active,0
CMP-02958,Capacitors,Intel,QFP,14.5,28,2,3,3736,0.005,0.42,13.4,0.7,-0.082,0,7.0,54.4,12,8,1,0,0,Declining,0
CMP-02959,Diodes,Texas Instruments,SOIC,6.4,22,9,5,1014,-0.217,-0.181,6.3,-1.0,0.0,0,12.0,76.5,2,3,1,1,0,Active,0
CMP-02960,Semiconductors,STMicro,SMD-0402,9.4,40,4,4,23499,-0.174,-0.103,12.8,-3.4,0.031,0,8.0,84.5,3,3,1,1,0,Declining,0
CMP-02961,Capacitors,Renesas,TO-220,9.2,65,6,2,220,-0.06,-0.157,4.7,24.0,0.042,1,1.0,70.8,5,2,1,0,0,Mature,0
CMP-02962,Capacitors,Renesas,CSP,14.7,22,1,2,5093,0.174,-0.054,11.9,4.7,-0.1,1,6.0,55.2,7,2,1,0,0,Last Buy,0
CMP-02963,ICs,Vishay,TSSOP,1.1,250,0,6,63,-0.073,0.187,11.7,29.0,0.098,0,21.0,65.4,11,3,0,0,0,Active,0
CMP-02964,Transistors,Intel,SMD-0402,8.6,14,4,5,787,-0.357,-0.179,11.3,4.7,-0.053,2,32.0,72.0,2,4,1,1,0,Declining,0
CMP-02965,Inductors,Broadcom,CSP,6.8,40,5,5,2280,0.088,-0.088,28.0,34.9,0.068,0,29.0,48.0,5,2,1,0,0,Active,0
CMP-02966,Diodes,Analog Devices,SOIC,0.5,14,3,8,3269,0.028,0.138,25.7,20.2,-0.006,1,5.0,65.1,3,3,1,1,0,Active,0
CMP-02967,Connectors,Vishay,SMD-0805,1.8,10,1,6,387,-0.094,-0.222,5.7,4.5,0.15,1,30.0,79.1,14,1,1,1,0,Mature,0
CMP-02968,ICs,Vishay,SMD-0805,2.5,180,2,3,101,0.017,0.048,14.5,-7.3,-0.015,1,32.0,81.0,2,0,1,1,1,Active,0
CMP-02969,Resistors,Samsung,SOIC,0.6,130,4,6,40547,0.199,-0.047,8.5,9.4,0.104,1,13.0,63.4,0,2,1,1,0,Active,0
CMP-02970,Resistors,TDK,SMD-0805,3.5,90,10,7,1052,-0.022,0.343,19.6,-11.4,-0.065,0,7.0,62.2,12,2,1,0,0,Active,0
CMP-02971,Semiconductors,Samsung,TSSOP,0.5,130,6,3,147,-0.081,0.492,9.4,8.1,-0.093,0,31.0,71.7,4,2,1,1,1,Active,0
CMP-02972,Diodes,Texas Instruments,TO-220,6.4,130,3,8,381,-0.094,0.09,17.7,32.0,-0.122,0,2.0,70.7,0,4,1,1,0,Active,0
CMP-02973,Diodes,Murata,SOIC,1.9,65,3,7,6922,-0.067,0.094,15.2,18.7,0.073,2,56.0,87.3,7,4,1,0,0,Active,0
CMP-02974,Resistors,ROHM,BGA,2.7,130,5,4,12241,-0.112,0.034,9.8,-1.6,0.043,0,7.0,74.0,12,3,1,0,0,Active,0
CMP-02975,Semiconductors,Infineon,QFN,19.3,40,5,9,325,-0.0,0.003,10.1,-1.0,0.024,0,3.0,64.7,6,0,1,0,0,EOL Announced,1
CMP-02976,Transistors,Analog Devices,QFP,5.6,65,4,7,58578,0.236,0.157,15.8,11.8,0.152,1,24.0,20.0,8,3,1,1,1,Declining,0
CMP-02977,Semiconductors,ON Semi,SMD-0603,2.5,90,6,4,388,-0.07,0.015,13.9,-1.6,-0.022,1,10.0,76.0,37,5,1,1,0,Active,0
CMP-02978,Inductors,Murata,CSP,7.3,14,5,5,334,-0.173,0.298,5.8,11.7,,0,13.0,67.0,4,3,1,1,0,Mature,0
CMP-02979,ICs,Infineon,TSSOP,1.8,130,4,1,248,-0.201,-0.056,37.7,-3.1,0.142,0,1.0,65.6,40,3,1,0,0,Active,0
CMP-02980,Resistors,Renesas,DIP,0.6,22,4,4,205,-0.264,0.094,17.8,-5.7,0.031,0,7.0,79.1,4,3,1,0,0,Active,0
CMP-02981,Capacitors,Texas Instruments,QFN,0.5,130,6,9,1963,-0.097,-0.106,13.7,-3.8,0.069,0,5.0,58.2,2,4,1,0,0,Active,0
CMP-02982,Inductors,Microchip,SMD-0603,24.2,28,6,5,378,,0.243,18.9,18.8,0.163,0,10.0,41.6,9,3,1,0,0,Declining,0
CMP-02983,Diodes,Broadcom,DIP,10.3,28,3,5,165,,-0.192,6.3,9.8,-0.013,1,1.0,69.1,64,2,1,0,0,Last Buy,0
CMP-02984,Connectors,Texas Instruments,SMD-0402,12.9,14,6,4,449,0.262,0.041,5.9,12.2,0.009,1,5.0,52.5,25,5,1,0,0,Declining,0
CMP-02985,ICs,STMicro,QFN,30.0,130,3,8,6932,0.07,-0.044,5.1,30.8,0.023,0,4.0,74.0,7,5,0,0,0,EOL Announced,1
CMP-02986,Semiconductors,ON Semi,SOT-23,21.5,22,5,5,20,0.11,0.004,3.8,-2.7,-0.065,1,6.0,66.4,8,0,1,0,0,Last Buy,0
CMP-02987,Connectors,Broadcom,QFN,10.7,65,4,3,3643,0.241,-0.295,13.3,-16.8,-0.161,0,12.0,52.4,38,2,1,0,1,Last Buy,0
CMP-02988,Inductors,Microchip,CSP,9.5,65,7,5,164,-0.235,0.134,9.8,10.1,0.085,0,58.0,60.7,16,6,1,1,0,Declining,0
CMP-02989,Transistors,TDK,SMD-0805,3.3,28,4,3,17864,0.161,-0.486,13.7,11.1,0.176,1,12.0,77.3,3,4,0,1,0,Active,0
CMP-02990,Semiconductors,Renesas,TO-220,0.9,250,0,2,38873,0.172,-0.016,11.6,11.2,-0.116,1,55.0,56.6,16,2,0,0,1,Active,0
CMP-02991,Diodes,Vishay,TO-220,6.8,10,5,9,633,-0.119,-0.335,24.6,0.5,0.098,2,10.0,49.4,6,2,1,0,0,Mature,0
