supplier_id,country,component_category,years_in_business,num_manufacturing_sites,annual_revenue_millions,num_employees,on_time_delivery_rate,defect_rate_ppm,lead_time_days,lead_time_variability,financial_health_score,debt_to_equity_ratio,num_certifications,has_iso9001,has_iso14001,has_iatf16949,num_customers,single_source_pct,sub_tier_visibility,recent_disruption_events,news_sentiment_score,compliance_violations,geographic_risk_index,risk_label
SUP-0985,Japan,Memory,31,1,8.9,234,0.5,1958.0,23,0.006,80.2,0.2,6,1,0,1,20,0.195,3,0,0.644,0,0.088,Low
SUP-0986,Vietnam,Memory,1,3,105.4,3921,0.945,109.0,39,0.246,47.3,0.63,4,0,0,1,9,0.242,3,0,0.363,0,0.471,Medium
SUP-0987,Japan,Connectors,7,6,7.0,294,0.823,506.0,10,0.004,27.4,1.59,3,0,1,1,66,0.159,0,0,0.765,1,0.144,Medium
SUP-0988,China,Connectors,4,3,269.9,77,0.777,429.0,16,0.16,47.5,2.73,6,0,0,1,11,0.519,1,0,0.52,1,0.662,Medium
SUP-0989,Thailand,Power Management,24,5,37.1,279,0.892,416.0,25,0.012,78.8,1.1,1,1,1,1,22,0.208,3,0,0.591,0,0.394,Low
SUP-0990,Thailand,Semiconductors,1,1,366.1,1419,0.893,477.0,18,0.043,100.0,0.0,3,1,1,1,15,0.464,1,0,0.62,1,0.503,Low
SUP-0991,Vietnam,Connectors,2,2,114.1,147,0.909,349.0,17,0.192,56.4,0.12,1,1,1,0,4,0.236,2,0,0.507,0,0.484,Low
SUP-0992,Taiwan,Passive Components,16,2,8.7,196,0.5,9.0,9,0.049,100.0,0.06,2,1,1,1,59,0.134,0,0,0.853,0,0.705,Low
SUP-0993,USA,Semiconductors,1,2,462.6,822,0.756,1152.0,5,0.107,81.6,0.09,3,1,1,1,40,0.221,2,0,0.279,0,0.166,Low
SUP-0994,South Korea,Connectors,8,1,559.4,404,0.505,877.0,32,0.37,37.1,0.39,1,1,0,0,45,0.55,1,0,0.857,0,0.237,Medium
SUP-0995,China,Displays,7,3,205.1,813,0.603,96.0,23,0.008,69.3,0.33,5,1,0,0,36,0.365,3,0,0.531,1,0.66,Medium
SUP-0996,Philippines,Sensors,4,2,17.4,536,0.838,267.0,34,0.25,82.3,0.1,2,1,1,0,9,0.12,1,0,0.784,0,0.417,Low
SUP-0997,China,Connectors,6,4,34.5,717,0.847,736.0,15,0.01,16.5,,3,1,0,1,9,0.417,1,0,0.64,0,0.588,Medium
SUP-0998,UK,Passive Components,9,2,67.9,240,0.687,1958.0,13,0.02,77.9,,1,1,0,1,31,0.391,0,0,0.77,0,0.113,Low
SUP-0999,Japan,PCB,2,1,19.0,532,0.973,1509.0,20,0.019,88.5,1.27,3,0,1,0,93,0.224,2,0,0.576,0,0.11,Medium
SUP-1000,China,Connectors,10,3,691.3,132,0.679,1148.0,33,0.77,,0.37,2,0,1,0,29,0.229,3,1,0.648,0,0.733,Medium
SUP-1001,Germany,Memory,19,1,67.8,1893,0.588,86.0,17,0.03,63.8,0.42,2,0,1,1,53,0.366,0,1,0.82,0,0.111,Medium
SUP-1002,Malaysia,Memory,17,5,1.0,188,0.772,1229.0,32,0.341,61.5,0.31,4,1,1,1,11,0.241,0,0,0.619,0,0.307,Medium
SUP-1003,India,Memory,2,3,90.8,1563,0.694,1054.0,10,0.705,60.4,0.46,2,1,0,0,60,0.384,1,0,,0,0.421,Medium
SUP-1004,Thailand,PCB,1,1,32.4,304,0.822,237.0,18,0.073,41.5,0.75,5,1,1,1,13,0.225,2,0,0.67,0,0.333,Low
SUP-1005,Vietnam,Memory,3,7,48.8,514,0.677,251.0,19,0.15,51.2,,2,1,1,0,25,0.344,3,0,0.453,1,0.557,Medium
SUP-1006,Vietnam,Displays,5,2,31.4,222,0.769,308.0,41,0.227,56.7,1.46,3,1,1,0,13,0.253,0,2,0.529,0,0.486,Medium
SUP-1007,Mexico,Connectors,6,1,183.2,119,0.525,534.0,22,0.075,67.3,1.84,2,1,0,1,48,0.613,2,0,,0,0.367,Medium
SUP-1008,China,Power Management,13,3,292.8,49,0.8,151.0,57,0.026,53.9,0.51,2,1,1,1,49,0.47,1,0,0.352,1,0.551,Medium
SUP-1009,Japan,Memory,1,1,83.5,113,0.716,12.0,8,0.085,47.6,0.22,2,1,1,0,4,0.104,0,0,0.759,0,0.191,Low
SUP-1010,China,Semiconductors,1,4,32.8,273,0.735,76.0,21,0.222,80.2,2.32,2,1,0,0,75,0.357,0,2,,0,0.584,Medium
SUP-1011,Brazil,Power Management,5,4,51.3,520,0.733,290.0,22,0.228,72.4,1.06,6,1,0,0,216,0.02,3,1,,0,0.317,Medium
SUP-1012,UK,PCB,14,7,56.2,1356,0.685,166.0,29,0.039,54.2,0.82,2,1,1,1,14,0.296,3,1,0.641,0,0.086,Medium
SUP-1013,China,Displays,2,2,16.4,236,0.868,723.0,12,0.029,75.1,1.09,4,1,1,1,17,0.311,1,0,0.46,0,0.639,Low
SUP-1014,Vietnam,Semiconductors,12,2,130.1,140,0.872,56.0,55,0.38,55.9,0.06,2,1,1,0,69,0.107,3,0,0.486,0,0.529,Low
SUP-1015,Philippines,Semiconductors,3,4,108.9,71,0.917,1247.0,20,0.007,66.3,0.06,0,0,0,0,21,0.436,0,1,0.475,0,0.469,Medium
SUP-1016,China,Semiconductors,26,1,550.4,717,0.914,1128.0,10,0.199,84.5,0.13,6,0,0,0,20,0.414,1,1,0.623,0,0.598,Medium
SUP-1017,Germany,Semiconductors,27,2,358.9,2121,0.549,1197.0,19,0.007,52.9,0.13,2,0,0,1,133,0.393,2,1,0.522,0,0.102,Medium
SUP-1018,Philippines,Power Management,4,2,19.5,1843,0.772,673.0,16,0.273,41.6,0.44,2,1,1,0,5,0.397,3,0,0.678,0,0.422,Medium
SUP-1019,China,Power Management,3,1,186.9,945,0.671,57.0,106,0.354,62.1,0.14,1,1,1,0,9,0.348,1,1,0.802,0,0.658,Medium
SUP-1020,Vietnam,Connectors,6,2,13.1,868,0.887,288.0,37,0.053,37.7,1.54,3,1,1,1,30,0.374,3,1,,0,0.497,Medium
SUP-1021,Taiwan,Memory,3,5,155.1,3093,0.656,70.0,20,0.012,59.5,0.69,5,1,1,0,3,0.061,3,0,0.961,0,0.674,Low
SUP-1022,Philippines,Sensors,13,5,25.2,600,0.859,2199.0,18,0.098,59.4,0.37,3,1,1,0,13,0.491,0,0,1.0,0,0.54,Low
SUP-1023,France,Connectors,20,1,11.8,875,0.857,203.0,35,0.053,15.7,0.06,1,0,0,0,13,0.336,1,1,0.542,1,0.162,Medium
SUP-1024,UK,Connectors,13,1,83.1,274,0.868,440.0,36,0.081,75.6,0.72,0,1,0,1,52,0.088,0,0,0.369,1,0.105,Low
SUP-1025,Japan,Displays,20,1,1.0,78,0.892,756.0,3,0.164,61.3,0.1,1,1,0,1,40,0.3,2,1,0.542,0,0.132,Low
SUP-1026,Malaysia,Displays,6,5,3.9,177,0.781,1267.0,29,0.035,88.6,,3,1,1,0,3,0.218,2,0,0.624,0,0.284,Low
SUP-1027,Mexico,Memory,2,1,41.8,399,0.797,704.0,20,0.066,69.3,1.3,3,1,0,0,10,0.155,0,1,1.0,0,0.302,Medium
SUP-1028,Taiwan,Sensors,16,4,61.8,433,0.854,561.0,9,0.229,79.7,0.63,3,0,1,0,10,0.71,1,1,0.525,0,0.748,Medium
SUP-1029,Mexico,Displays,5,1,31.4,4070,0.881,314.0,34,0.155,88.8,0.13,1,0,0,0,16,0.324,2,0,0.656,0,0.442,Low
SUP-1030,China,Memory,13,3,5.1,444,0.901,465.0,77,0.059,62.4,1.24,4,1,0,0,6,0.198,2,0,0.464,0,0.629,Medium
SUP-1031,USA,Memory,3,2,16.0,1660,0.796,49.0,28,0.164,65.0,0.29,1,1,1,0,31,0.095,2,0,0.531,0,0.178,Low
SUP-1032,China,Power Management,1,4,98.2,239,0.794,1077.0,38,0.217,33.5,0.2,2,1,0,1,10,0.287,0,1,0.357,0,0.643,Medium
SUP-1033,China,Passive Components,50,1,130.7,277,0.553,392.0,59,0.135,89.8,0.51,7,1,1,1,36,0.203,1,0,0.307,0,0.527,Low
SUP-1034,China,Power Management,2,3,53.3,81,0.91,20.0,12,0.041,62.1,2.05,0,1,1,1,20,0.24,0,0,0.872,0,0.673,Low
SUP-1035,Vietnam,Sensors,50,1,309.6,165,0.691,1262.0,6,0.0,44.9,0.28,1,1,0,1,7,0.249,2,0,0.813,0,0.489,Medium
SUP-1036,Taiwan,Displays,45,4,99.1,759,0.879,336.0,29,0.244,79.8,1.89,1,1,1,1,80,0.173,2,0,0.526,0,0.711,Medium
SUP-1037,India,Sensors,18,5,17.8,407,0.79,1015.0,17,0.259,21.4,0.04,3,1,1,1,82,0.292,2,1,0.813,0,0.405,Medium
SUP-1038,China,Connectors,12,1,35.8,1250,0.831,972.0,8,0.179,56.4,0.07,3,1,1,1,26,0.039,0,0,0.339,0,0.512,Low
SUP-1039,Taiwan,Connectors,10,5,6.7,501,0.933,846.0,19,0.012,83.2,0.96,2,0,0,0,15,0.169,2,1,0.565,0,0.669,Medium
SUP-1040,Germany,Sensors,24,3,46.4,264,0.86,32.0,31,0.132,56.2,,4,1,1,0,6,0.155,3,0,0.635,0,0.114,Low
SUP-1041,Thailand,Passive Components,4,1,289.5,5313,0.796,142.0,18,0.258,50.6,0.3,3,1,0,0,58,0.121,2,0,0.853,0,0.406,Low
SUP-1042,Taiwan,Passive Components,7,2,152.6,360,0.841,1042.0,12,0.074,56.7,0.12,1,1,0,1,45,0.27,3,2,0.64,1,0.74,Medium
SUP-1043,USA,Power Management,11,1,447.2,1628,0.898,1146.0,17,0.033,24.8,0.32,2,1,0,0,8,0.439,1,0,,1,0.115,Medium
SUP-1044,Malaysia,Sensors,6,4,34.7,249,0.76,306.0,19,0.133,79.3,0.26,3,1,1,0,10,0.312,1,1,0.506,0,0.308,Low
SUP-1045,USA,Displays,6,4,411.2,945,0.951,290.0,6,0.263,62.5,1.07,3,0,1,1,31,0.205,1,1,0.653,2,0.073,Medium
SUP-1046,China,Power Management,4,1,40.9,1228,0.881,96.0,18,0.008,59.6,0.97,4,1,1,0,6,0.174,2,1,0.853,0,0.701,Medium
SUP-1047,China,PCB,9,2,496.4,518,0.732,1727.0,8,0.136,59.6,2.48,5,1,1,1,10,0.559,1,0,0.277,0,0.698,Medium
SUP-1048,Malaysia,Passive Components,22,4,52.8,23,0.898,120.0,29,0.155,65.3,1.03,3,1,1,0,7,0.154,1,0,0.827,0,0.313,Low
SUP-1049,China,Semiconductors,2,6,157.7,412,0.681,106.0,7,0.138,78.1,0.95,4,0,1,1,7,0.111,2,0,0.558,1,0.531,Medium
SUP-1050,Malaysia,Power Management,32,2,499.0,1766,0.755,540.0,36,0.157,64.0,0.95,2,1,0,1,9,0.554,2,1,0.319,1,0.318,Medium
SUP-1051,Germany,Connectors,14,7,40.8,759,0.87,139.0,15,0.15,37.8,1.72,5,1,1,1,49,0.398,0,0,0.547,0,0.037,Medium
SUP-1052,UK,Power Management,20,2,75.8,688,0.606,1397.0,14,0.021,76.5,0.28,1,1,1,0,3,0.533,3,0,0.858,0,0.03,Low
SUP-1053,Thailand,Sensors,9,2,377.4,51,0.792,5.0,23,0.04,75.0,0.29,4,0,1,1,30,0.261,2,0,0.504,0,0.45,Medium
SUP-1054,Brazil,Semiconductors,18,5,44.7,169,0.88,3.0,11,0.145,69.1,1.08,2,1,1,0,25,0.126,1,0,,0,0.357,Low
SUP-1055,South Korea,Sensors,1,2,7.5,660,0.858,351.0,23,0.003,86.5,0.21,4,0,1,0,52,0.274,3,0,0.277,0,0.275,Low
SUP-1056,India,Memory,20,2,1359.0,660,0.789,335.0,12,0.151,65.6,1.94,2,1,0,0,25,0.118,0,0,0.235,1,0.496,Medium
SUP-1057,South Korea,Connectors,1,2,27.0,1732,0.874,89.0,14,0.164,87.2,0.61,4,1,1,1,13,0.019,2,0,0.385,0,0.324,Low
SUP-1058,Japan,Connectors,26,5,69.3,339,0.946,341.0,25,0.041,93.1,0.29,2,1,0,0,8,0.274,3,1,,0,0.185,Low
SUP-1059,USA,Passive Components,50,5,309.2,656,0.767,265.0,10,0.137,76.6,1.2,2,1,0,0,54,0.213,1,0,0.59,0,0.19,Low
SUP-1060,Malaysia,Power Management,4,2,21.9,411,0.938,1105.0,9,0.115,50.0,0.3,5,1,1,0,33,0.062,2,1,0.82,0,0.273,Medium
SUP-1061,Brazil,Passive Components,2,2,12.0,123,0.856,5.0,23,0.045,62.4,2.64,1,1,1,0,12,0.059,3,0,0.832,0,0.417,Medium
SUP-1062,India,Semiconductors,17,2,79.9,26,0.855,1871.0,19,0.093,89.8,3.26,3,0,0,0,49,0.573,1,0,0.448,0,0.525,Medium
SUP-1063,South Korea,Power Management,3,3,3.7,676,0.943,490.0,22,0.361,35.0,0.88,5,1,1,0,12,0.102,1,0,0.913,0,0.254,Low
SUP-1064,South Korea,Memory,24,1,35.5,497,0.728,82.0,24,0.083,57.2,0.1,2,1,1,1,20,0.385,1,0,0.491,1,0.293,Medium
SUP-1065,India,Sensors,1,4,78.9,192,0.82,24.0,20,0.149,58.1,0.24,4,1,0,0,10,0.38,1,0,0.8,1,0.493,Medium
SUP-1066,China,Memory,1,2,36.4,57,0.891,386.0,28,0.005,47.7,0.58,2,1,1,0,34,0.38,0,0,0.792,0,0.538,Low
SUP-1067,China,Connectors,46,2,5.4,858,0.638,134.0,21,0.012,82.5,1.53,2,1,0,1,7,0.442,1,0,0.613,1,0.612,Medium
SUP-1068,South Korea,Semiconductors,13,1,596.6,293,0.56,179.0,6,0.013,72.5,0.16,1,1,1,0,14,0.064,3,1,0.613,0,0.286,Low
SUP-1069,Taiwan,PCB,22,1,63.8,787,0.9,141.0,7,0.226,50.8,0.09,6,1,0,0,10,0.102,2,0,0.664,0,0.655,Low
SUP-1070,Taiwan,Semiconductors,4,6,467.2,3777,0.785,525.0,63,0.065,77.1,0.06,2,0,1,0,26,0.241,1,0,0.623,2,0.76,Medium
SUP-1071,China,Displays,13,2,37.0,30,0.929,403.0,20,0.039,61.8,0.57,3,1,1,1,29,0.481,3,1,0.522,1,0.646,Medium
SUP-1072,China,Semiconductors,10,1,14.6,174,0.846,41.0,35,0.206,47.2,1.73,4,1,1,1,6,0.121,2,0,0.505,0,0.627,Medium
SUP-1073,China,Memory,11,2,81.8,313,0.748,374.0,16,0.028,50.7,0.03,3,1,1,0,30,0.184,1,1,0.524,0,0.635,Medium
SUP-1074,Brazil,Displays,13,2,39.5,2311,0.764,783.0,19,0.042,73.7,0.19,3,1,0,0,4,0.154,2,0,0.844,1,0.38,Low
SUP-1075,South Korea,Displays,10,1,9.3,56,0.773,42.0,15,0.085,83.8,0.95,3,1,0,0,179,0.138,2,0,0.282,0,0.303,Low
SUP-1076,South Korea,Power Management,6,2,495.1,4117,0.677,1102.0,88,0.06,55.3,1.4,4,0,1,0,12,0.375,2,0,0.501,0,0.259,Medium
SUP-1077,Vietnam,Power Management,3,2,21.5,474,0.805,432.0,23,0.132,75.9,1.32,4,1,0,0,57,0.407,1,2,0.535,0,0.539,Medium
SUP-1078,China,Displays,17,3,3.5,359,0.553,1504.0,14,0.062,96.6,1.23,3,0,1,1,24,0.457,1,0,0.554,1,0.555,Medium
SUP-1079,UK,PCB,3,2,400.3,318,0.908,80.0,7,0.075,39.8,0.11,6,1,0,0,25,0.11,1,0,0.659,0,0.075,Low
SUP-1080,Thailand,Power Management,14,2,25.6,239,0.939,2523.0,65,0.298,72.1,0.4,3,1,0,1,6,0.221,0,2,0.33,0,0.349,Medium
SUP-1081,China,Semiconductors,3,7,21.9,1419,0.851,517.0,18,0.324,81.6,3.35,2,1,1,0,46,0.395,1,1,0.805,0,0.611,Medium
SUP-1082,South Korea,Memory,11,2,3.9,111,0.845,419.0,31,0.264,63.1,3.6,2,0,1,1,21,0.309,1,0,0.777,0,0.287,Medium
SUP-1083,Malaysia,Semiconductors,16,1,743.5,610,0.663,362.0,33,0.3,89.8,0.74,2,0,0,0,32,0.127,0,1,0.735,0,0.32,Medium
SUP-1084,UK,PCB,2,1,7.9,254,0.806,12.0,15,0.127,100.0,,5,1,1,1,18,0.735,3,0,0.558,0,0.067,Low
SUP-1085,Japan,Connectors,1,2,59.6,161,0.85,1404.0,30,0.156,71.9,2.42,5,1,1,1,22,0.239,2,0,0.452,0,0.112,Medium
SUP-1086,USA,Passive Components,1,4,214.6,8983,0.802,516.0,13,0.122,60.3,0.48,1,1,1,1,8,0.205,1,0,0.535,0,0.122,Low
SUP-1087,China,Memory,11,1,102.8,667,0.876,48.0,11,0.231,84.5,0.12,1,0,1,0,17,0.092,3,0,0.612,1,0.593,Medium
SUP-1088,Brazil,Power Management,22,4,49.9,842,0.862,11.0,40,0.12,81.8,0.88,1,1,1,0,13,0.164,3,0,0.733,0,0.542,Low
SUP-1089,China,Memory,1,1,4.3,1580,0.956,26.0,18,0.018,14.6,2.58,5,1,0,1,9,0.251,0,0,0.584,1,0.633,Medium
SUP-1090,UK,Semiconductors,15,2,16.2,73,0.945,470.0,27,0.249,64.9,0.96,3,1,1,1,22,0.136,2,0,,0,0.107,Low
SUP-1091,USA,Passive Components,5,4,72.4,3303,0.905,476.0,25,0.214,57.1,1.3,4,1,1,0,28,0.072,3,0,0.513,0,0.165,Low
SUP-1092,USA,Sensors,7,2,16.8,19,0.63,346.0,29,0.257,72.9,0.44,1,1,0,0,25,0.203,0,1,0.657,0,0.15,Medium
SUP-1093,Germany,Sensors,31,3,74.1,160,0.845,183.0,7,0.032,61.1,0.08,3,1,0,0,18,0.173,0,0,0.55,0,0.109,Low
SUP-1094,China,Power Management,4,1,151.8,232,0.781,379.0,14,0.048,63.3,0.15,4,1,1,1,30,0.427,1,1,0.654,0,0.752,Medium
SUP-1095,China,PCB,7,4,231.3,810,0.655,363.0,16,0.053,47.7,3.24,0,1,0,1,25,0.213,1,1,0.247,2,0.658,High
SUP-1096,China,Sensors,1,1,8.7,524,0.901,10.0,12,0.106,79.7,0.54,4,1,0,1,22,0.045,3,1,0.697,0,0.544,Low
SUP-1097,China,Memory,1,5,1472.9,330,0.947,166.0,25,0.022,98.1,0.01,3,0,0,0,23,0.238,2,1,0.708,0,0.583,Medium
SUP-1098,Thailand,Sensors,3,1,172.6,397,0.79,27.0,40,0.073,,2.49,4,0,0,0,65,0.192,0,1,,0,0.31,Medium
SUP-1099,South Korea,Connectors,1,5,54.5,124,0.883,1152.0,45,0.03,37.1,0.55,3,0,1,1,6,0.491,2,1,0.403,0,0.227,Medium
SUP-1100,China,Connectors,11,2,279.9,66,0.974,646.0,16,0.046,65.4,1.45,1,1,0,0,14,0.476,0,0,0.458,0,0.749,Medium
SUP-1101,France,Power Management,6,4,1897.2,964,0.772,2775.0,23,0.184,64.4,0.64,2,0,0,0,28,0.29,1,0,0.426,1,0.168,Medium
SUP-1102,Malaysia,Connectors,9,2,6.3,927,0.897,180.0,26,0.289,88.4,0.09,3,1,0,0,4,0.367,1,0,0.666,0,0.216,Low
SUP-1103,Philippines,Sensors,2,6,38.9,2701,0.7,1054.0,29,0.003,40.4,0.76,1,1,1,0,80,0.529,1,1,0.732,0,0.45,Medium
SUP-1104,Brazil,PCB,4,1,1.5,156,0.808,462.0,11,0.125,54.2,4.76,2,0,1,1,25,0.442,1,1,0.461,0,0.382,High
SUP-1105,China,Displays,13,1,72.9,926,0.736,302.0,59,0.006,22.0,0.03,4,1,0,0,52,0.508,2,0,0.863,0,0.733,Medium
SUP-1106,South Korea,Displays,40,2,94.5,287,0.968,126.0,35,0.013,92.5,1.48,5,1,1,0,61,0.288,1,0,,0,0.182,Low
SUP-1107,India,Power Management,1,1,51.5,1683,0.533,670.0,35,0.183,70.0,0.21,3,0,0,0,30,0.253,3,0,0.628,0,0.418,Medium
SUP-1108,Vietnam,Passive Components,26,1,20.5,1375,0.728,1172.0,41,0.2,,0.4,1,0,1,1,2,0.185,0,0,0.674,0,0.469,Medium
SUP-1109,China,Displays,10,6,2.5,519,0.546,134.0,27,0.252,38.6,0.37,5,1,0,0,23,0.11,2,0,0.264,0,0.564,Medium
SUP-1110,Thailand,Displays,9,7,95.6,268,0.517,96.0,10,0.096,40.4,1.83,4,0,1,1,24,0.517,3,0,0.494,0,0.413,Medium
SUP-1111,China,Connectors,8,2,484.5,1278,0.744,596.0,18,0.295,73.3,0.56,5,1,0,0,6,0.194,0,1,0.35,0,0.644,Medium
SUP-1112,China,Connectors,1,6,22.5,876,0.852,1886.0,7,0.027,42.9,0.47,3,0,1,0,3,0.108,2,1,0.418,0,0.574,Medium
SUP-1113,Germany,Sensors,1,2,105.6,177,0.773,693.0,25,0.043,67.1,1.36,4,1,0,0,31,0.442,2,0,0.703,1,0.096,Medium
SUP-1114,USA,Power Management,11,1,5.2,81,0.728,167.0,18,0.022,100.0,0.04,3,1,0,1,5,0.443,1,2,0.751,0,0.052,Low
SUP-1115,USA,Passive Components,5,4,108.4,285,0.906,272.0,19,0.24,58.0,0.07,2,0,1,0,157,0.178,0,0,0.76,0,0.056,Low
SUP-1116,China,Power Management,29,3,30.3,2486,0.901,243.0,41,0.039,45.8,0.02,1,0,1,1,26,0.628,2,1,0.648,1,0.621,Medium
SUP-1117,Malaysia,Semiconductors,6,8,17.4,1596,0.942,956.0,15,0.025,72.6,0.93,2,0,0,1,77,0.267,1,1,0.705,0,0.329,Medium
SUP-1118,Taiwan,Memory,1,1,17.5,106,0.853,738.0,17,0.146,40.5,0.6,2,1,1,0,20,0.36,1,0,0.282,0,0.608,Medium
SUP-1119,China,Passive Components,15,3,30.3,99,0.771,445.0,20,0.012,99.4,,2,1,0,1,42,0.073,2,0,0.342,2,0.564,Medium
SUP-1120,Malaysia,Passive Components,4,1,96.9,1862,0.589,161.0,6,0.007,93.1,0.55,5,0,1,0,21,0.108,3,0,0.558,0,0.284,Low
SUP-1121,UK,PCB,8,1,7.6,103,0.972,1390.0,17,0.017,61.7,0.2,4,1,1,0,54,0.545,1,1,0.719,1,0.081,Medium
SUP-1122,Malaysia,Power Management,14,1,30.1,743,0.874,530.0,4,0.0,47.1,1.31,3,1,0,0,2,0.152,2,0,0.511,1,0.287,Medium
SUP-1123,Thailand,Sensors,27,8,51.3,192,0.941,1761.0,14,0.179,56.5,0.28,3,1,1,1,48,0.109,3,0,0.328,0,0.275,Low
SUP-1124,Vietnam,PCB,18,4,10.5,2808,0.851,434.0,33,0.124,59.1,,2,1,0,0,39,0.484,0,0,0.462,2,0.554,Medium
SUP-1125,Germany,Passive Components,13,4,808.4,160,0.913,861.0,26,0.035,72.7,0.23,2,1,1,0,17,0.049,2,1,0.413,0,0.096,Low
SUP-1126,China,Passive Components,13,2,15.2,1590,0.639,839.0,14,0.04,85.8,0.15,3,1,1,0,13,0.203,0,1,0.255,0,0.74,Medium
SUP-1127,South Korea,Passive Components,35,2,20.0,503,0.897,206.0,20,0.25,44.3,0.54,0,1,1,0,14,0.144,3,0,1.0,0,0.331,Low
SUP-1128,South Korea,Displays,4,1,12.6,546,0.804,1662.0,10,0.105,85.2,0.04,2,0,0,1,26,0.101,1,1,0.847,0,0.319,Medium
SUP-1129,Taiwan,Power Management,1,1,810.6,37,0.83,11.0,20,0.18,77.4,0.03,3,0,1,0,67,0.036,1,0,0.205,0,0.657,Medium
SUP-1130,India,Memory,3,2,125.1,28,0.893,732.0,116,0.09,54.8,0.55,4,1,1,1,11,0.324,2,0,0.216,0,0.421,Medium
SUP-1131,Japan,Memory,2,4,13.4,309,0.749,1684.0,60,0.041,43.3,0.19,4,1,1,1,3,0.336,2,0,0.439,0,0.19,Low
SUP-1132,China,PCB,13,2,287.0,542,0.886,207.0,20,0.528,67.3,0.01,1,1,0,1,240,0.498,1,0,0.302,1,0.586,Medium
SUP-1133,China,Passive Components,12,1,73.8,104,0.699,522.0,22,0.125,43.8,0.28,1,1,0,0,39,0.265,2,0,1.0,0,0.565,Medium
SUP-1134,Vietnam,Memory,10,1,80.3,109,0.791,413.0,11,0.021,85.5,0.52,3,1,1,0,13,0.3,3,2,0.44,1,0.594,Medium
SUP-1135,China,Connectors,1,1,32.6,791,0.639,717.0,12,0.078,42.5,0.4,2,0,1,0,65,0.323,3,0,0.672,1,0.619,Medium
SUP-1136,Mexico,Power Management,15,2,17.7,792,0.69,1006.0,24,0.06,76.0,0.12,3,0,1,0,51,0.415,2,1,,2,0.39,Medium
SUP-1137,Japan,Memory,4,6,90.6,341,0.749,462.0,14,0.036,63.4,0.69,7,0,0,0,32,0.252,3,0,0.367,0,0.135,Low
SUP-1138,Japan,Sensors,13,3,24.1,1028,0.94,846.0,34,0.406,53.8,0.99,3,1,1,0,12,0.445,3,0,0.809,0,0.211,Medium
SUP-1139,USA,Power Management,9,4,833.1,98,0.727,187.0,51,0.319,,0.9,0,1,1,1,39,0.27,2,0,0.731,0,0.073,Low
SUP-1140,Mexico,Sensors,5,2,8.1,263,0.698,130.0,24,0.033,86.6,0.4,2,0,0,0,59,0.103,3,0,0.588,1,0.41,Medium
SUP-1141,Taiwan,Memory,1,2,546.9,2914,0.86,282.0,21,0.065,41.2,0.12,6,1,0,0,3,0.427,3,1,1.0,0,0.678,Medium
SUP-1142,Vietnam,Connectors,1,1,46.2,437,0.664,566.0,7,0.216,56.8,0.55,4,0,0,1,25,0.422,2,1,0.647,0,0.582,Medium
SUP-1143,Germany,Sensors,21,5,85.5,469,0.649,104.0,31,0.035,50.0,1.77,1,1,1,0,27,0.202,2,1,0.509,0,0.166,Medium
SUP-1144,Taiwan,Displays,30,4,190.5,6419,0.908,570.0,10,0.134,64.2,0.51,1,1,1,0,26,0.148,0,2,0.983,0,0.679,Medium
SUP-1145,Malaysia,Memory,12,1,21.2,75,0.781,251.0,15,0.18,51.3,0.17,1,0,1,0,21,0.295,0,0,0.681,0,0.414,Low
SUP-1146,Thailand,Displays,1,2,199.6,1049,0.924,794.0,35,0.159,29.6,0.08,2,0,1,0,65,0.376,2,0,0.926,0,0.407,Low
SUP-1147,Vietnam,Memory,6,2,1.0,2971,0.676,19.0,37,0.184,43.9,2.3,5,1,0,0,16,0.586,2,1,0.592,0,0.586,High
SUP-1148,Mexico,Semiconductors,15,3,18.5,273,0.794,551.0,15,0.184,97.8,1.09,2,1,1,0,20,0.538,2,0,0.0,0,0.294,Medium
SUP-1149,Malaysia,Semiconductors,18,6,13.7,1131,0.79,525.0,15,0.502,69.9,0.3,2,1,1,0,27,0.17,3,0,0.288,0,0.335,Medium
SUP-1150,Vietnam,Semiconductors,1,3,8.3,124,0.788,1415.0,13,0.064,69.2,0.28,4,1,1,0,16,0.362,1,0,0.817,0,0.52,Low
SUP-1151,Mexico,Sensors,1,2,39.6,176,0.877,625.0,9,0.316,59.3,1.8,3,1,0,0,5,0.704,0,0,0.482,1,0.331,Medium
SUP-1152,Vietnam,Displays,14,1,97.4,640,0.823,796.0,13,0.003,64.0,0.16,1,0,1,1,24,0.105,2,0,0.651,0,0.548,Low
SUP-1153,Vietnam,Displays,5,1,156.6,1051,0.985,1175.0,7,0.051,56.4,0.61,2,1,1,0,25,0.306,0,0,0.827,0,0.565,Low
SUP-1154,USA,Displays,3,1,78.4,1548,0.873,562.0,30,0.007,75.5,1.0,5,0,1,0,13,0.206,2,0,0.636,0,0.127,Low
SUP-1155,India,Connectors,1,1,20.1,2653,0.864,171.0,25,0.158,67.0,0.4,5,1,1,1,17,0.215,2,1,0.428,0,0.47,Medium
SUP-1156,China,Displays,9,4,95.0,372,0.617,1019.0,28,0.016,41.6,,5,0,0,1,1,0.513,2,0,0.598,0,0.613,Medium
SUP-1157,Malaysia,Connectors,22,4,65.8,1689,0.5,688.0,11,0.28,70.1,0.21,2,1,1,0,67,0.494,1,0,0.621,0,0.326,Low
